customer_id,customer_name,country,city,customer_segment
CUST00090,Customer 00090,France,Istanbul,Restaurant
CUST00091,Customer 00091,Morocco,Milan,Distributor
CUST00092,Customer 00092,Spain,Istanbul,Wholesale
CUST00093,Customer 00093,Spain,Agadir,Retail
CUST00094,Customer 00094,France,Fes,Retail
CUST00095,Customer 00095,Morocco,Tangier,Retail
CUST00096,Customer 00096,France,Madrid,Wholesale
CUST00097,Customer 00097,Spain,Valencia,Distributor
CUST00098,Customer 00098,Portugal,Valencia,Retail
CUST00099,Customer 00099,Morocco,Rabat,Distributor
CUST00100,Customer 00100,Portugal,Istanbul,Restaurant
CUST00101,Customer 00101,Portugal,Barcelona,Wholesale
CUST00102,Customer 00102,France,Fes,Wholesale
CUST00103,Customer 00103,Portugal,Madrid,Distributor
CUST00104,Customer 00104,France,Valencia,Retail
CUST00105,Customer 00105,France,Barcelona,Wholesale
CUST00106,Customer 00106,Morocco,Valencia,Retail
CUST00107,Customer 00107,Spain,Marrakesh,Retail
CUST00108,Customer 00108,Spain,Istanbul,Retail
CUST00109,Customer 00109,Spain,Valencia,Distributor
CUST00110,Customer 00110,Morocco,Agadir,Retail
CUST00111,Customer 00111,Spain,Marrakesh,Distributor
CUST00112,Customer 00112,Morocco,Valencia,Retail
CUST00113,Customer 00113,France,Marrakesh,Distributor
CUST00114,Customer 00114,Morocco,Casablanca,Wholesale
CUST00115,Customer 00115,Morocco,Milan,Distributor
CUST00116,Customer 00116,France,Paris,Restaurant
CUST00117,Customer 00117,Morocco,Madrid,Distributor
CUST00118,Customer 00118,Spain,Madrid,Retail
CUST00119,Customer 00119,Portugal,Agadir,Restaurant
CUST00120,Customer 00120,Morocco,Istanbul,Wholesale
CUST00121,Customer 00121,France,Madrid,Restaurant
CUST00122,Customer 00122,Portugal,Madrid,Retail
CUST00123,Customer 00123,Spain,Paris,Retail
CUST00124,Customer 00124,Spain,Istanbul,Distributor
CUST00125,Customer 00125,Spain,Barcelona,Retail
CUST00126,Customer 00126,Spain,Valencia,Wholesale
CUST00127,Customer 00127,Spain,Tangier,Restaurant
CUST00128,Customer 00128,Morocco,Agadir,Restaurant
CUST00129,Customer 00129,France,Marrakesh,Wholesale
CUST00130,Customer 00130,Morocco,Agadir,Restaurant
CUST00131,Customer 00131,Portugal,Tangier,Retail
CUST00132,Customer 00132,Spain,Paris,Distributor
CUST00133,Customer 00133,France,Marrakesh,Restaurant
CUST00134,Customer 00134,Portugal,Madrid,Distributor
CUST00135,Customer 00135,Portugal,Casablanca,Wholesale
CUST00136,Customer 00136,Portugal,Valencia,Restaurant
CUST00137,Customer 00137,France,Tangier,Distributor
CUST00138,Customer 00138,Morocco,Casablanca,Distributor
CUST00139,Customer 00139,Portugal,Paris,Restaurant
CUST00140,Customer 00140,Spain,Valencia,Wholesale
CUST00141,Customer 00141,Morocco,Barcelona,Retail
CUST00142,Customer 00142,Spain,Istanbul,Distributor
CUST00143,Customer 00143,Portugal,Fes,Wholesale
CUST00144,Customer 00144,Portugal,Casablanca,Retail
CUST00145,Customer 00145,Spain,Valencia,Distributor
CUST00146,Customer 00146,Morocco,Barcelona,Restaurant
CUST00147,Customer 00147,Spain,Paris,Wholesale
CUST00148,Customer 00148,France,Rabat,Restaurant
CUST00149,Customer 00149,Spain,Fes,Distributor
CUST00150,Customer 00150,France,Tangier,Restaurant
CUST00151,Customer 00151,Morocco,Casablanca,Wholesale
CUST00152,Customer 00152,France,Istanbul,Distributor
CUST00153,Customer 00153,Portugal,Valencia,Restaurant
CUST00154,Customer 00154,France,Paris,Retail
CUST00155,Customer 00155,Spain,Paris,Distributor
CUST00156,Customer 00156,France,Barcelona,Distributor
CUST00157,Customer 00157,Spain,Valencia,Restaurant
CUST00158,Customer 00158,Spain,Madrid,Wholesale
CUST00159,Customer 00159,Spain,Fes,Wholesale
CUST00160,Customer 00160,Portugal,Paris,Distributor
CUST00161,Customer 00161,Morocco,Paris,Restaurant
CUST00162,Customer 00162,Spain,Milan,Retail
CUST00163,Customer 00163,Morocco,Paris,Restaurant
CUST00164,Customer 00164,France,Valencia,Restaurant
CUST00165,Customer 00165,France,Milan,Retail
CUST00166,Customer 00166,Morocco,Paris,Wholesale
CUST00167,Customer 00167,France,Casablanca,Restaurant
CUST00168,Customer 00168,Spain,Barcelona,Retail
CUST00169,Customer 00169,Portugal,Istanbul,Retail
CUST00170,Customer 00170,Portugal,Valencia,Restaurant
CUST00171,Customer 00171,Morocco,Istanbul,Retail
CUST00172,Customer 00172,France,Valencia,Distributor
CUST00173,Customer 00173,Portugal,Valencia,Restaurant
CUST00174,Customer 00174,Spain,Marrakesh,Restaurant
CUST00175,Customer 00175,Spain,Valencia,Distributor
CUST00176,Customer 00176,Spain,Paris,Restaurant
CUST00177,Customer 00177,France,Tangier,Distributor
CUST00178,Customer 00178,Spain,Tangier,Distributor
CUST00179,Customer 00179,Spain,Istanbul,Retail
CUST00180,Customer 00180,Portugal,Fes,Restaurant
CUST00181,Customer 00181,Spain,Valencia,Distributor
CUST00182,Customer 00182,Spain,Rabat,Restaurant
CUST00183,Customer 00183,Portugal,Fes,Retail
CUST00184,Customer 00184,Spain,Casablanca,Distributor
CUST00185,Customer 00185,Morocco,Fes,Restaurant
CUST00186,Customer 00186,Spain,Istanbul,Restaurant
CUST00187,Customer 00187,France,Tangier,Distributor
CUST00188,Customer 00188,Spain,Marrakesh,Wholesale
CUST00189,Customer 00189,France,Tangier,Wholesale
CUST00190,Customer 00190,France,Milan,Retail
CUST00191,Customer 00191,Morocco,Rabat,Restaurant
CUST00192,Customer 00192,Spain,Istanbul,Restaurant
CUST00193,Customer 00193,Morocco,Milan,Retail
CUST00194,Customer 00194,Morocco,Valencia,Retail
CUST00195,Customer 00195,Portugal,Milan,Restaurant
CUST00196,Customer 00196,Portugal,Milan,Retail
CUST00197,Customer 00197,Spain,Fes,Distributor
CUST00198,Customer 00198,Morocco,Rabat,Retail
CUST00199,Customer 00199,Morocco,Marrakesh,Restaurant
CUST00200,Customer 00200,France,Casablanca,Restaurant
CUST00201,Customer 00201,Portugal,Marrakesh,Distributor
CUST00202,Customer 00202,Morocco,Casablanca,Distributor
CUST00203,Customer 00203,Morocco,Fes,Distributor
CUST00204,Customer 00204,Portugal,Milan,Restaurant
CUST00205,Customer 00205,France,Valencia,Restaurant
CUST00206,Customer 00206,Spain,Tangier,Wholesale
CUST00207,Customer 00207,Spain,Marrakesh,Restaurant
CUST00208,Customer 00208,Spain,Istanbul,Retail
CUST00209,Customer 00209,Morocco,Istanbul,Distributor
CUST00210,Customer 00210,Spain,Paris,Retail
CUST00211,Customer 00211,France,Paris,Restaurant
CUST00212,Customer 00212,Portugal,Valencia,Distributor
CUST00213,Customer 00213,Morocco,Barcelona,Wholesale
CUST00214,Customer 00214,France,Marrakesh,Restaurant
CUST00215,Customer 00215,Spain,Tangier,Wholesale
CUST00216,Customer 00216,Spain,Barcelona,Retail
CUST00217,Customer 00217,Portugal,Agadir,Distributor
CUST00218,Customer 00218,Spain,Paris,Wholesale
CUST00219,Customer 00219,Spain,Milan,Distributor
CUST00220,Customer 00220,France,Casablanca,Wholesale
CUST00221,Customer 00221,Portugal,Agadir,Retail
CUST00222,Customer 00222,Portugal,Milan,Distributor
CUST00223,Customer 00223,Morocco,Milan,Distributor
CUST00224,Customer 00224,Spain,Paris,Retail
CUST00225,Customer 00225,France,Marrakesh,Restaurant
CUST00226,Customer 00226,France,Madrid,Distributor
CUST00227,Customer 00227,Portugal,Istanbul,Restaurant
CUST00228,Customer 00228,France,Tangier,Wholesale
CUST00229,Customer 00229,Portugal,Valencia,Distributor
CUST00230,Customer 00230,Morocco,Paris,Wholesale
CUST00231,Customer 00231,Morocco,Valencia,Retail
CUST00232,Customer 00232,France,Marrakesh,Distributor
CUST00233,Customer 00233,Portugal,Rabat,Retail
CUST00234,Customer 00234,Portugal,Rabat,Restaurant
CUST00235,Customer 00235,Morocco,Madrid,Retail
CUST00236,Customer 00236,Portugal,Madrid,Wholesale
CUST00237,Customer 00237,Portugal,Milan,Distributor
CUST00238,Customer 00238,Morocco,Barcelona,Distributor
CUST00239,Customer 00239,Morocco,Istanbul,Retail
CUST00240,Customer 00240,Morocco,Casablanca,Restaurant
CUST00241,Customer 00241,Spain,Istanbul,Wholesale
CUST00242,Customer 00242,Morocco,Rabat,Restaurant
CUST00243,Customer 00243,Morocco,Agadir,Restaurant
CUST00244,Customer 00244,France,Marrakesh,Restaurant
CUST00245,Customer 00245,Spain,Barcelona,Restaurant
CUST00246,Customer 00246,Portugal,Barcelona,Wholesale
CUST00247,Customer 00247,France,Milan,Distributor
CUST00248,Customer 00248,Morocco,Marrakesh,Restaurant
CUST00249,Customer 00249,France,Istanbul,Retail
CUST00250,Customer 00250,Morocco,Casablanca,Distributor
CUST00251,Customer 00251,Portugal,Milan,Restaurant
CUST00252,Customer 00252,Portugal,Tangier,Retail
CUST00253,Customer 00253,Portugal,Fes,Retail
CUST00254,Customer 00254,Spain,Tangier,Wholesale
CUST00255,Customer 00255,Morocco,Milan,Restaurant
CUST00256,Customer 00256,Morocco,Tangier,Retail
CUST00257,Customer 00257,Morocco,Rabat,Wholesale
CUST00258,Customer 00258,Portugal,Paris,Wholesale
CUST00259,Customer 00259,France,Istanbul,Wholesale
CUST00260,Customer 00260,Portugal,Madrid,Retail
CUST00261,Customer 00261,France,Casablanca,Retail
CUST00262,Customer 00262,Spain,Tangier,Distributor
CUST00263,Customer 00263,Spain,Tangier,Distributor
CUST00264,Customer 00264,France,Milan,Retail
CUST00265,Customer 00265,Portugal,Agadir,Distributor
CUST00266,Customer 00266,Morocco,Valencia,Retail
CUST00267,Customer 00267,Portugal,Valencia,Restaurant
CUST00268,Customer 00268,Morocco,Fes,Restaurant
CUST00269,Customer 00269,Spain,Istanbul,Restaurant
CUST00270,Customer 00270,Portugal,Marrakesh,Distributor
CUST00271,Customer 00271,Portugal,Marrakesh,Restaurant
CUST00272,Customer 00272,France,Tangier,Distributor
CUST00273,Customer 00273,France,Madrid,Wholesale
CUST00274,Customer 00274,Portugal,Barcelona,Retail
CUST00275,Customer 00275,Portugal,Tangier,Distributor
CUST00276,Customer 00276,France,Fes,Wholesale
CUST00277,Customer 00277,Portugal,Fes,Wholesale
CUST00278,Customer 00278,France,Casablanca,Distributor
CUST00279,Customer 00279,Portugal,Milan,Wholesale
CUST00280,Customer 00280,Morocco,Tangier,Retail
CUST00281,Customer 00281,Portugal,Tangier,Distributor
CUST00282,Customer 00282,Spain,Casablanca,Retail
CUST00283,Customer 00283,France,Istanbul,Wholesale
CUST00284,Customer 00284,Portugal,Tangier,Retail
CUST00285,Customer 00285,Portugal,Tangier,Distributor
CUST00286,Customer 00286,Spain,Barcelona,Restaurant
CUST00287,Customer 00287,Spain,Agadir,Distributor
CUST00288,Customer 00288,Spain,Valencia,Restaurant
CUST00289,Customer 00289,Portugal,Rabat,Restaurant
CUST00290,Customer 00290,Spain,Tangier,Distributor
CUST00291,Customer 00291,Spain,Barcelona,Wholesale
CUST00292,Customer 00292,France,Istanbul,Retail
CUST00293,Customer 00293,Morocco,Agadir,Restaurant
CUST00294,Customer 00294,Spain,Marrakesh,Retail
CUST00295,Customer 00295,Spain,Tangier,Restaurant
CUST00296,Customer 00296,France,Madrid,Distributor
CUST00297,Customer 00297,Spain,Madrid,Restaurant
CUST00298,Customer 00298,Portugal,Marrakesh,Distributor
CUST00299,Customer 00299,France,Marrakesh,Restaurant
CUST00300,Customer 00300,France,Valencia,Wholesale
CUST00301,Customer 00301,Morocco,Rabat,Wholesale
CUST00302,Customer 00302,Morocco,Barcelona,Retail
CUST00303,Customer 00303,France,Rabat,Retail
CUST00304,Customer 00304,Morocco,Tangier,Restaurant
CUST00305,Customer 00305,Spain,Casablanca,Restaurant
CUST00306,Customer 00306,Portugal,Casablanca,Wholesale
CUST00307,Customer 00307,Portugal,Casablanca,Wholesale
CUST00308,Customer 00308,Spain,Valencia,Distributor
CUST00309,Customer 00309,Morocco,Valencia,Restaurant
CUST00310,Customer 00310,France,Rabat,Wholesale
CUST00311,Customer 00311,France,Tangier,Retail
CUST00312,Customer 00312,Spain,Fes,Distributor
CUST00313,Customer 00313,Portugal,Rabat,Distributor
CUST00314,Customer 00314,Portugal,Madrid,Retail
CUST00315,Customer 00315,France,Agadir,Wholesale
CUST00316,Customer 00316,Morocco,Rabat,Restaurant
CUST00317,Customer 00317,Portugal,Barcelona,Restaurant
CUST00318,Customer 00318,Morocco,Milan,Wholesale
CUST00319,Customer 00319,France,Rabat,Restaurant
CUST00320,Customer 00320,Portugal,Milan,Distributor
CUST00321,Customer 00321,Morocco,Valencia,Wholesale
CUST00322,Customer 00322,France,Tangier,Restaurant
CUST00323,Customer 00323,Spain,Casablanca,Wholesale
CUST00324,Customer 00324,Spain,Valencia,Wholesale
CUST00325,Customer 00325,France,Fes,Wholesale
CUST00326,Customer 00326,France,Paris,Retail
CUST00327,Customer 00327,Portugal,Rabat,Distributor
CUST00328,Customer 00328,France,Paris,Retail
CUST00329,Customer 00329,Portugal,Milan,Distributor
CUST00330,Customer 00330,Portugal,Istanbul,Retail
CUST00331,Customer 00331,Morocco,Valencia,Distributor
CUST00332,Customer 00332,Morocco,Rabat,Restaurant
CUST00333,Customer 00333,France,Rabat,Distributor
CUST00334,Customer 00334,Portugal,Fes,Wholesale
CUST00335,Customer 00335,Spain,Madrid,Restaurant
CUST00336,Customer 00336,France,Fes,Restaurant
CUST00337,Customer 00337,Portugal,Marrakesh,Restaurant
CUST00338,Customer 00338,Morocco,Paris,Distributor
CUST00339,Customer 00339,France,Istanbul,Wholesale
CUST00340,Customer 00340,Morocco,Agadir,Retail
CUST00341,Customer 00341,Portugal,Istanbul,Retail
CUST00342,Customer 00342,Portugal,Fes,Distributor
CUST00343,Customer 00343,Morocco,Rabat,Wholesale
CUST00344,Customer 00344,Spain,Madrid,Distributor
CUST00345,Customer 00345,Spain,Rabat,Retail
CUST00346,Customer 00346,Morocco,Marrakesh,Restaurant
CUST00347,Customer 00347,Portugal,Valencia,Restaurant
CUST00348,Customer 00348,Morocco,Casablanca,Wholesale
CUST00349,Customer 00349,Spain,Valencia,Wholesale
CUST00350,Customer 00350,Spain,Barcelona,Wholesale
CUST00351,Customer 00351,Spain,Barcelona,Restaurant
CUST00352,Customer 00352,Morocco,Istanbul,Retail
CUST00353,Customer 00353,France,Milan,Restaurant
CUST00354,Customer 00354,France,Marrakesh,Distributor
CUST00355,Customer 00355,Spain,Agadir,Restaurant
CUST00356,Customer 00356,France,Rabat,Retail
CUST00357,Customer 00357,Portugal,Agadir,Restaurant
CUST00358,Customer 00358,Spain,Madrid,Wholesale
CUST00359,Customer 00359,Spain,Agadir,Retail
CUST00360,Customer 00360,Portugal,Paris,Retail
CUST00361,Customer 00361,Portugal,Rabat,Retail
CUST00362,Customer 00362,Spain,Casablanca,Restaurant
CUST00363,Customer 00363,Spain,Paris,Restaurant
CUST00364,Customer 00364,Spain,Madrid,Distributor
CUST00365,Customer 00365,Portugal,Milan,Retail
CUST00366,Customer 00366,Spain,Fes,Retail
CUST00367,Customer 00367,Portugal,Fes,Retail
CUST00368,Customer 00368,Portugal,Fes,Distributor
CUST00369,Customer 00369,Portugal,Paris,Retail
CUST00370,Customer 00370,Spain,Barcelona,Distributor
CUST00371,Customer 00371,Portugal,Fes,Wholesale
CUST00372,Customer 00372,France,Paris,Retail
CUST00373,Customer 00373,Morocco,Istanbul,Restaurant
CUST00374,Customer 00374,France,Madrid,Distributor
CUST00375,Customer 00375,Morocco,Barcelona,Restaurant
CUST00376,Customer 00376,France,Milan,Distributor
CUST00377,Customer 00377,France,Agadir,Retail
CUST00378,Customer 00378,Portugal,Barcelona,Wholesale
CUST00379,Customer 00379,Portugal,Paris,Restaurant
CUST00380,Customer 00380,Portugal,Valencia,Restaurant
CUST00381,Customer 00381,Morocco,Fes,Wholesale
CUST00382,Customer 00382,Morocco,Tangier,Distributor
CUST00383,Customer 00383,France,Milan,Wholesale
CUST00384,Customer 00384,Portugal,Fes,Restaurant
CUST00385,Customer 00385,Morocco,Casablanca,Wholesale
CUST00386,Customer 00386,Spain,Tangier,Retail
CUST00387,Customer 00387,Portugal,Fes,Restaurant
CUST00388,Customer 00388,Portugal,Milan,Retail
CUST00389,Customer 00389,Spain,Casablanca,Restaurant
CUST00390,Customer 00390,Morocco,Agadir,Restaurant
CUST00391,Customer 00391,Morocco,Rabat,Retail
CUST00392,Customer 00392,Spain,Agadir,Distributor
CUST00393,Customer 00393,Portugal,Tangier,Restaurant
CUST00394,Customer 00394,Spain,Madrid,Wholesale
CUST00395,Customer 00395,Portugal,Istanbul,Restaurant
CUST00396,Customer 00396,Spain,Rabat,Distributor
CUST00397,Customer 00397,Morocco,Istanbul,Wholesale
CUST00398,Customer 00398,Morocco,Fes,Wholesale
CUST00399,Customer 00399,France,Istanbul,Retail
CUST00400,Customer 00400,France,Valencia,Retail
CUST00401,Customer 00401,Spain,Valencia,Restaurant
CUST00402,Customer 00402,Portugal,Tangier,Restaurant
CUST00403,Customer 00403,France,Marrakesh,Restaurant
CUST00404,Customer 00404,Portugal,Casablanca,Retail
CUST00405,Customer 00405,Portugal,Paris,Restaurant
CUST00406,Customer 00406,Portugal,Casablanca,Retail
CUST00407,Customer 00407,France,Agadir,Wholesale
CUST00408,Customer 00408,Morocco,Valencia,Retail
CUST00409,Customer 00409,Spain,Fes,Retail
CUST00410,Customer 00410,Portugal,Rabat,Distributor
CUST00411,Customer 00411,Portugal,Valencia,Distributor
CUST00412,Customer 00412,Portugal,Paris,Restaurant
CUST00413,Customer 00413,Morocco,Fes,Distributor
CUST00414,Customer 00414,Portugal,Paris,Retail
CUST00415,Customer 00415,Spain,Paris,Wholesale
CUST00416,Customer 00416,France,Fes,Wholesale
CUST00417,Customer 00417,France,Agadir,Wholesale
CUST00418,Customer 00418,France,Fes,Retail
CUST00419,Customer 00419,Portugal,Barcelona,Retail
CUST00420,Customer 00420,Portugal,Barcelona,Retail
CUST00421,Customer 00421,Portugal,Milan,Retail
CUST00422,Customer 00422,France,Madrid,Distributor
CUST00423,Customer 00423,France,Marrakesh,Distributor
CUST00424,Customer 00424,Portugal,Paris,Wholesale
CUST00425,Customer 00425,Spain,Casablanca,Restaurant
CUST00426,Customer 00426,France,Tangier,Restaurant
CUST00427,Customer 00427,Portugal,Barcelona,Restaurant
CUST00428,Customer 00428,Portugal,Istanbul,Restaurant
CUST00429,Customer 00429,Portugal,Marrakesh,Wholesale
CUST00430,Customer 00430,Morocco,Tangier,Distributor
CUST00431,Customer 00431,Morocco,Agadir,Retail
CUST00432,Customer 00432,Spain,Marrakesh,Restaurant
CUST00433,Customer 00433,Portugal,Valencia,Wholesale
CUST00434,Customer 00434,Morocco,Agadir,Distributor
CUST00435,Customer 00435,Morocco,Istanbul,Restaurant
CUST00436,Customer 00436,France,Barcelona,Wholesale
CUST00437,Customer 00437,France,Agadir,Wholesale
CUST00438,Customer 00438,Portugal,Agadir,Distributor
CUST00439,Customer 00439,Morocco,Madrid,Wholesale
CUST00440,Customer 00440,France,Tangier,Distributor
CUST00441,Customer 00441,Portugal,Marrakesh,Retail
CUST00442,Customer 00442,France,Tangier,Wholesale
CUST00443,Customer 00443,Spain,Valencia,Distributor
CUST00444,Customer 00444,France,Fes,Distributor
CUST00445,Customer 00445,Spain,Paris,Distributor
CUST00446,Customer 00446,Morocco,Marrakesh,Restaurant
CUST00447,Customer 00447,Morocco,Agadir,Retail
CUST00448,Customer 00448,France,Tangier,Retail
CUST00449,Customer 00449,Spain,Tangier,Restaurant
CUST00450,Customer 00450,Portugal,Marrakesh,Distributor
CUST00451,Customer 00451,Portugal,Barcelona,Restaurant
CUST00452,Customer 00452,Morocco,Milan,Wholesale
CUST00453,Customer 00453,Portugal,Valencia,Distributor
CUST00454,Customer 00454,Spain,Madrid,Restaurant
CUST00455,Customer 00455,Spain,Paris,Wholesale
CUST00456,Customer 00456,Morocco,Istanbul,Restaurant
CUST00457,Customer 00457,Spain,Rabat,Restaurant
CUST00458,Customer 00458,France,Barcelona,Retail
CUST00459,Customer 00459,Portugal,Agadir,Distributor
CUST00460,Customer 00460,Spain,Fes,Retail
CUST00461,Customer 00461,Portugal,Fes,Wholesale
CUST00462,Customer 00462,Morocco,Rabat,Restaurant
CUST00463,Customer 00463,Morocco,Rabat,Retail
CUST00464,Customer 00464,Portugal,Madrid,Wholesale
CUST00465,Customer 00465,Portugal,Tangier,Retail
CUST00466,Customer 00466,Spain,Marrakesh,Distributor
CUST00467,Customer 00467,Morocco,Milan,Distributor
CUST00468,Customer 00468,Spain,Rabat,Distributor
CUST00469,Customer 00469,France,Casablanca,Restaurant
CUST00470,Customer 00470,Spain,Istanbul,Retail
CUST00471,Customer 00471,Portugal,Milan,Wholesale
CUST00472,Customer 00472,Morocco,Casablanca,Retail
CUST00473,Customer 00473,Portugal,Rabat,Retail
CUST00474,Customer 00474,France,Valencia,Restaurant
CUST00475,Customer 00475,Morocco,Casablanca,Distributor
CUST00476,Customer 00476,Morocco,Barcelona,Retail
CUST00477,Customer 00477,Portugal,Rabat,Retail
CUST00478,Customer 00478,Portugal,Rabat,Wholesale
CUST00479,Customer 00479,Morocco,Fes,Distributor
CUST00480,Customer 00480,Spain,Marrakesh,Restaurant
CUST00481,Customer 00481,France,Milan,Retail
CUST00482,Customer 00482,Morocco,Valencia,Wholesale
CUST00483,Customer 00483,France,Madrid,Distributor
CUST00484,Customer 00484,France,Milan,Retail
CUST00485,Customer 00485,Portugal,Paris,Restaurant
CUST00486,Customer 00486,France,Rabat,Wholesale
CUST00487,Customer 00487,France,Rabat,Restaurant
CUST00488,Customer 00488,Spain,Barcelona,Distributor
CUST00489,Customer 00489,France,Tangier,Distributor
CUST00490,Customer 00490,Morocco,Tangier,Distributor
CUST00491,Customer 00491,Morocco,Milan,Distributor
CUST00492,Customer 00492,France,Valencia,Retail
CUST00493,Customer 00493,Portugal,Agadir,Wholesale
CUST00494,Customer 00494,France,Madrid,Restaurant
CUST00495,Customer 00495,Morocco,Tangier,Restaurant
CUST00496,Customer 00496,Morocco,Valencia,Wholesale
CUST00497,Customer 00497,Spain,Fes,Retail
CUST00498,Customer 00498,Portugal,Paris,Restaurant
CUST00499,Customer 00499,Spain,Valencia,Retail
CUST00500,Customer 00500,Portugal,Rabat,Wholesale
CUST00501,Customer 00501,Morocco,Casablanca,Distributor
CUST00502,Customer 00502,France,Casablanca,Wholesale
CUST00503,Customer 00503,Portugal,Valencia,Distributor
CUST00504,Customer 00504,Portugal,Barcelona,Restaurant
CUST00505,Customer 00505,Morocco,Milan,Retail
CUST00506,Customer 00506,Spain,Rabat,Distributor
CUST00507,Customer 00507,Morocco,Valencia,Retail
CUST00508,Customer 00508,France,Valencia,Distributor
CUST00509,Customer 00509,Portugal,Paris,Wholesale
