sale_id,customer_id,product_id,warehouse_id,sale_date,quantity,unit_price,discount
SALE0000182,CUST01912,PROD00251,WH007,2025-01-20,4,113.44,0.056
SALE0000183,CUST00113,PROD00173,WH002,2024-10-29,191,77.87,0.003
SALE0000184,CUST00749,PROD00277,WH004,2024-12-08,499,12.68,0.136
SALE0000185,CUST00514,PROD00081,WH012,2024-02-01,383,68.03,0.143
SALE0000186,CUST00390,PROD00039,WH004,2024-12-17,267,4.76,0.115
SALE0000187,CUST01374,PROD00214,WH005,2025-03-21,61,73.05,0.113
SALE0000188,CUST00618,PROD00096,WH010,2025-09-02,165,82.36,0.142
SALE0000189,CUST00441,PROD00144,WH008,2025-08-13,475,57.31,0.082
SALE0000190,CUST00941,PROD00008,WH005,2024-07-25,412,17.6,0.055
SALE0000191,CUST00706,PROD00116,WH011,2025-05-02,471,25.83,0.093
SALE0000192,CUST00819,PROD00140,WH011,2025-02-14,170,56.32,0.116
SALE0000193,CUST00911,PROD00145,WH004,2025-10-03,435,107.37,0.012
SALE0000194,CUST01609,PROD00181,WH010,2024-09-13,289,29.49,0.081
SALE0000195,CUST01950,PROD00284,WH006,2025-01-26,389,9.82,0.015
SALE0000196,CUST00898,PROD00046,WH007,2024-08-31,76,19.69,0.015
SALE0000197,CUST00365,PROD00118,WH009,2024-08-27,199,37.57,0.061
SALE0000198,CUST00698,PROD00089,WH002,2025-02-14,222,16.76,0.014
SALE0000199,CUST00842,PROD00240,WH001,2025-03-10,46,48.93,0.128
SALE0000200,CUST01231,PROD00099,WH012,2025-11-20,99,110.49,0.009
SALE0000201,CUST00796,PROD00220,WH004,2025-10-10,-10,11.4,0.002
SALE0000202,CUST00102,PROD00046,WH005,2025-06-21,-10,19.69,0.019
SALE0000203,CUST01617,PROD00107,WH001,2024-07-10,-10,83.7,0.033
SALE0000204,CUST01677,PROD00053,WH009,2024-11-02,-10,61.83,0.143
SALE0000205,CUST01227,PROD00223,WH002,2024-11-05,-10,29.04,0.086
SALE0000206,CUST01290,PROD00169,WH008,2025-10-18,421,60.71,0.103
SALE0000207,CUST00996,PROD00080,WH006,2024-03-11,423,20.23,0.066
SALE0000208,CUST00028,PROD00081,WH011,2024-02-10,417,68.03,0.133
SALE0000209,CUST00014,PROD00195,WH004,2025-07-12,372,64.58,0.022
SALE0000210,CUST01162,PROD00175,WH010,2024-03-19,46,80.82,0.15
SALE0000211,CUST01658,PROD00089,WH003,2024-02-04,41,16.76,0.05
SALE0000212,CUST01963,PROD00106,WH006,2025-03-02,193,84.22,0.04
SALE0000213,CUST01945,PROD00105,WH001,2025-12-23,425,65.51,0.103
SALE0000214,CUST01690,PROD00205,WH003,2024-12-20,121,45.97,0.079
SALE0000215,CUST00722,PROD00025,WH004,2025-09-03,93,89.29,0.081
SALE0000216,CUST01682,PROD00108,WH003,2024-07-03,93,4.4,0.075
SALE0000217,CUST00523,PROD00060,WH005,2025-08-21,364,49.21,0.098
SALE0000218,CUST00227,PROD00034,WH005,2025-05-31,468,25.04,0.015
SALE0000219,CUST00416,PROD00278,WH010,2024-12-18,498,20.76,0.111
SALE0000220,CUST00541,PROD00113,WH007,2025-10-23,221,111.45,0.086
SALE0000221,CUST01617,PROD00176,WH011,2025-08-12,13,91.19,0.076
SALE0000222,CUST00224,PROD00180,WH009,2024-09-28,157,68.01,0.097
SALE0000223,CUST00461,PROD00052,WH007,2024-03-26,362,109.62,0.007
SALE0000224,CUST01550,PROD00006,WH005,2024-10-27,98,91.25,0.082
SALE0000225,CUST01222,PROD00150,WH004,2024-01-03,417,16.53,0.02
SALE0000226,CUST01978,PROD00001,WH005,2025-05-27,107,50.29,0.054
SALE0000227,CUST01116,PROD00135,WH004,2025-09-03,150,90.81,0.003
SALE0000228,CUST00018,PROD00215,WH004,2025-10-06,388,13.32,0.004
SALE0000229,CUST00509,PROD00030,WH001,2025-10-14,489,23.21,0.009
SALE0000230,CUST00595,PROD00207,WH012,2024-05-29,26,45.59,0.09
SALE0000231,CUST01655,PROD00210,WH010,2024-05-02,384,34.1,0.051
SALE0000232,CUST00872,PROD00112,WH003,2024-08-22,171,70.79,0.124
SALE0000233,CUST01275,PROD00088,WH005,2024-06-02,136,94.3,0.115
SALE0000234,CUST01428,PROD00062,WH006,2025-09-11,423,61.28,0.147
SALE0000235,CUST00415,PROD00242,WH002,2024-03-20,318,87.32,0.007
SALE0000236,CUST00713,PROD00002,WH010,2024-04-12,351,35.49,0.127
SALE0000237,CUST01099,PROD00099,WH002,2025-06-25,257,110.49,0.148
SALE0000238,CUST00730,PROD00072,WH004,2025-10-24,437,38.85,0.107
SALE0000239,CUST00521,PROD00220,WH012,2025-10-23,150,11.4,0.084
SALE0000240,CUST00764,PROD00257,WH010,2025-08-03,13,75.07,0.124
SALE0000241,CUST00952,PROD00171,WH003,2024-03-02,244,93.24,0.138
SALE0000242,CUST00564,PROD00283,WH010,2025-09-25,180,53.61,0.148
SALE0000243,CUST00152,PROD00267,WH007,2025-08-23,297,48.92,0.066
SALE0000244,CUST01322,PROD00257,WH009,2025-12-03,158,75.07,0.015
SALE0000245,CUST00209,PROD00215,WH005,2025-02-06,143,13.32,0.098
SALE0000246,CUST00112,PROD00169,WH011,2025-04-21,244,60.71,0.047
SALE0000247,CUST00680,PROD00178,WH003,2024-01-09,449,10.53,0.023
SALE0000248,CUST00904,PROD00177,WH003,2025-10-04,184,86.61,0.088
SALE0000249,CUST01520,PROD00249,WH004,2024-03-04,401,45.8,0.003
SALE0000250,CUST00022,PROD00109,WH001,2024-08-10,379,79.68,0.125
SALE0000251,CUST00432,PROD00294,WH011,2024-10-13,367,38.84,0.07
SALE0000252,CUST00362,PROD00253,WH012,2024-10-09,295,36.19,0.09
SALE0000253,CUST01572,PROD00233,WH006,2024-11-16,171,42.25,0.079
SALE0000254,CUST00922,PROD00164,WH006,2025-05-21,118,89.52,0.022
SALE0000255,CUST00875,PROD00143,WH003,2024-06-08,115,93.11,0.111
SALE0000256,CUST00939,PROD00046,WH012,2025-12-15,405,19.69,0.01
SALE0000257,CUST00950,PROD00235,WH012,2025-03-16,164,16.94,0.018
SALE0000258,CUST01234,PROD00203,WH012,2024-06-04,299,105.67,0.15
SALE0000259,CUST01394,PROD00154,WH004,2024-10-21,221,15.64,0.092
SALE0000260,CUST01035,PROD00202,WH012,2024-09-24,147,115.44,0.149
SALE0000261,CUST00868,PROD00170,WH004,2024-02-29,163,119.17,0.087
SALE0000262,CUST00983,PROD00237,WH010,2025-04-26,192,58.8,0.123
SALE0000263,CUST00827,PROD00288,WH002,2025-09-20,178,67.67,0.012
SALE0000264,CUST01248,PROD00179,WH001,2025-02-26,35,81.05,0.006
SALE0000265,CUST00287,PROD00073,WH009,2024-06-28,132,44.63,0.139
SALE0000266,CUST01137,PROD00109,WH008,2025-05-04,408,79.68,0.143
SALE0000267,CUST00492,PROD00059,WH001,2025-02-28,472,112.22,0.072
SALE0000268,CUST01685,PROD00271,WH009,2024-08-08,110,92.12,0.072
SALE0000269,CUST01595,PROD00146,WH008,2024-04-14,500,51.56,0.058
SALE0000270,CUST01649,PROD00238,WH002,2024-09-17,17,78.95,0.036
SALE0000271,CUST01764,PROD00141,WH005,2025-09-17,245,6.87,0.148
SALE0000272,CUST00187,PROD00157,WH008,2025-03-25,113,29.85,0.134
SALE0000273,CUST00823,PROD00017,WH006,2025-04-24,275,21.81,0.063
SALE0000274,CUST00069,PROD00047,WH009,2024-10-03,432,64.38,0.132
SALE0000275,CUST01816,PROD00074,WH009,2025-08-15,94,10.46,0.022
SALE0000276,CUST00687,PROD00211,WH002,2025-10-03,209,97.56,0.074
SALE0000277,CUST00104,PROD00104,WH010,2024-09-17,443,89.15,0.024
SALE0000278,CUST01323,PROD00269,WH008,2025-01-01,228,47.26,0.118
SALE0000279,CUST00472,PROD00277,WH005,2025-04-22,256,12.68,0.048
SALE0000280,CUST01083,PROD00252,WH010,2024-07-15,478,23.56,0.118
SALE0000281,CUST00816,PROD00036,WH002,2025-08-27,376,76.02,0.145
SALE0000282,CUST01009,PROD00180,WH003,2025-05-20,102,68.01,0.135
SALE0000283,CUST01022,PROD00277,WH002,2025-05-27,261,12.68,0.033
SALE0000284,CUST00424,PROD00233,WH006,2024-03-22,96,42.25,0.079
SALE0000285,CUST01168,PROD00135,WH009,2025-07-29,241,90.81,0.062
SALE0000286,CUST01701,PROD00101,WH002,2025-10-14,225,90.55,0.039
SALE0000287,CUST00919,PROD00100,WH001,2024-01-18,198,17.12,0.055
SALE0000288,CUST01758,PROD00091,WH008,2024-06-08,308,21.48,0.123
SALE0000289,CUST00216,PROD00182,WH003,2025-05-17,129,32.81,0.121
SALE0000290,CUST01539,PROD00247,WH011,2025-10-31,87,13.89,0.022
SALE0000291,CUST00020,PROD00292,WH004,2024-09-09,365,39.7,0.09
SALE0000292,CUST00286,PROD00137,WH002,2024-08-18,29,78.59,0.015
SALE0000293,CUST00773,PROD00108,WH002,2024-09-01,159,4.4,0.075
SALE0000294,CUST01537,PROD00056,WH002,2025-03-01,450,18.11,0.019
SALE0000295,CUST00819,PROD00101,WH010,2025-03-24,133,90.55,0.141
SALE0000296,CUST01364,PROD00134,WH003,2024-10-09,254,81.62,0.06
SALE0000297,CUST00414,PROD00036,WH001,2025-12-16,313,76.02,0.147
SALE0000298,CUST00761,PROD00167,WH001,2025-08-28,19,98.71,0.139
SALE0000299,CUST01576,PROD00084,WH001,2025-06-26,55,41.03,0.013
SALE0000300,CUST00608,PROD00168,WH006,2025-08-16,269,91.8,0.142
SALE0000301,CUST01639,PROD00235,WH008,2025-07-05,324,16.94,0.109
SALE0000302,CUST00925,PROD00257,WH009,2025-09-29,452,75.07,0.019
SALE0000303,CUST01204,PROD00277,WH005,2024-03-24,364,12.68,0.018
SALE0000304,CUST00040,PROD00056,WH007,2024-02-06,44,18.11,0.117
SALE0000305,CUST01471,PROD00212,WH011,2024-10-15,105,14.84,0.095
SALE0000306,CUST00555,PROD00224,WH012,2024-12-05,78,90.07,0.039
SALE0000307,CUST00183,PROD00090,WH012,2025-05-09,121,103.21,0.137
SALE0000308,CUST00046,PROD00054,WH004,2024-02-18,265,32.75,0.087
SALE0000309,CUST00910,PROD00275,WH004,2025-02-24,401,50.24,0.016
SALE0000310,CUST00790,PROD00294,WH006,2025-07-24,13,38.84,0.008
SALE0000311,CUST01936,PROD00237,WH012,2024-01-08,169,58.8,0.044
SALE0000312,CUST00856,PROD00047,WH012,2025-01-11,118,64.38,0.016
SALE0000313,CUST01626,PROD00186,WH003,2025-05-01,168,48.01,0.052
SALE0000314,CUST00683,PROD00027,WH002,2024-03-12,63,3.26,0.136
SALE0000315,CUST00952,PROD00020,WH003,2024-07-16,213,35.08,0.032
SALE0000316,CUST00902,PROD00100,WH011,2025-07-15,89,17.12,0.104
SALE0000317,CUST01935,PROD00075,WH003,2024-09-27,8,87.82,0.058
SALE0000318,CUST00751,PROD00186,WH011,2024-08-31,460,48.01,0.053
SALE0000319,CUST00247,PROD00295,WH012,2024-03-19,320,33.21,0.13
SALE0000320,CUST01189,PROD00201,WH008,2024-03-28,108,52.36,0.076
SALE0000321,CUST00400,PROD00084,WH007,2025-01-26,74,41.03,0.106
SALE0000322,CUST00326,PROD00050,WH007,2025-10-28,49,34.84,0.03
SALE0000323,CUST01141,PROD00240,WH007,2025-09-13,244,48.93,0.133
SALE0000324,CUST01950,PROD00122,WH012,2025-01-12,75,44.83,0.14
SALE0000325,CUST00664,PROD00071,WH003,2025-03-18,338,85.01,0.082
SALE0000326,CUST00389,PROD00125,WH002,2025-08-17,375,19.14,0.083
SALE0000327,CUST01710,PROD00134,WH012,2025-03-03,17,81.62,0.128
SALE0000328,CUST00587,PROD00237,WH006,2025-05-28,30,58.8,0.107
SALE0000329,CUST01615,PROD00082,WH008,2025-07-13,360,63.13,0.134
SALE0000330,CUST01664,PROD00092,WH005,2025-05-18,397,92.6,0.139
SALE0000331,CUST00468,PROD00255,WH005,2025-05-19,245,75.06,0.057
SALE0000332,CUST00398,PROD00250,WH012,2025-12-12,155,107.89,0.068
SALE0000333,CUST00720,PROD00236,WH012,2024-09-12,485,110.52,0.143
SALE0000334,CUST01352,PROD00266,WH005,2024-09-07,490,54.58,0.106
SALE0000335,CUST00426,PROD00104,WH004,2024-08-02,114,89.15,0.01
SALE0000336,CUST00892,PROD00183,WH010,2024-10-14,210,61.0,0.055
SALE0000337,CUST01598,PROD00169,WH004,2024-03-01,287,60.71,0.126
SALE0000338,CUST01353,PROD00213,WH001,2025-07-06,163,54.27,0.023
SALE0000339,CUST01833,PROD00171,WH001,2025-01-19,5,93.24,0.136
SALE0000340,CUST00090,PROD00123,WH009,2024-10-12,204,102.92,0.07
SALE0000341,CUST01426,PROD00164,WH005,2024-03-05,122,89.52,0.134
SALE0000342,CUST01274,PROD00242,WH012,2025-07-17,373,87.32,0.041
SALE0000343,CUST01508,PROD00127,WH011,2024-05-03,383,69.27,0.078
SALE0000344,CUST01583,PROD00256,WH009,2024-05-25,95,37.64,0.047
SALE0000345,CUST01844,PROD00146,WH006,2024-06-16,62,51.56,0.13
SALE0000346,CUST00219,PROD00138,WH011,2025-06-09,40,73.63,0.002
SALE0000347,CUST01099,PROD00167,WH011,2025-07-26,293,98.71,0.108
SALE0000348,CUST00233,PROD00136,WH001,2024-02-25,348,13.7,0.049
SALE0000349,CUST01174,PROD00073,WH004,2024-11-23,25,44.63,0.124
